source_gt,program,code,name_th,name_en,year,semester,pages
หมวดศึกษาทั่วไป (general_education),AIT,90644027,ภาษาอังกฤษสำหระบการเขียนพรรณา,ENGLISH FOR NARRATIVE WRITING,,,ocr135;ocr216;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644028,ภาษาอังกฤษเพื่อการออกแบบ,ENGLISH FOR DESIGN,,,ocr132;ocr135;ocr216;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644029,ภาษาอังกฤษสำหรับวิชาชีพสุขภาพ,ENGLISH FOR HEALTH PROFESSIONS,,,ocr217;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644030,ภาษาอังกฤษเพื่อการประชาสัมพันธ์,ENGLISH FOR PUBLIC RELATIONS,,,ocr135;ocr217;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644031,ภาษาอังกฤษสำหรับวิทยาศาสตร์และเทคโนโลยี,ENGLISH FOR SCIENCE AND TECHNOLOGY,,,ocr135;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644032,ภาษาอังกฤษสำหรับการบิน,ENGLISH FOR AVIATION,,,ocr135;ocr217;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644033,การเขียนและการพูดในงานอาชีพ,WRITING AND SPEAKING IN THE PROFESSIONS,,,ocr218;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644036,การพัฒนาทักษะทางภาษาอังกฤษเพื่อการเรียนรู้ตลอดชีวิต,ENLISH SKILL DEVELOPMENT FOR LIFE-LONG LEARNING,,,ocr219;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644037,การสื่อสารข้ามวัฒนธรรม,CROSS CULTURAL COMMUNICATION,,,ocr135;ocr219;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644039,ทักษะการสื่อสารผ่านการอภิปราย,COMMUNICATION SKILLS THROUGH DEBATE,,,ocr219;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644040,ทักษะการสื่อสารผ่านละคร,COMMUNICATION SKILLS THROUGH DRAMA,,,ocr220
หมวดศึกษาทั่วไป (general_education),AIT,90644041,ภาษาอังกฤษจากสื่อบันเทิง,ENGLISH FROM ENTERTAINMENT MEDIA,,,ocr135;ocr220;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644042,การสื่อสารและการนำเสนออย่างมืออาชีพ,PROFESSIONAL COMMUNICATION AND PRESENTATION,,,ocr136
หมวดศึกษาทั่วไป (general_education),AIT,90644043,การพูดในที่สาธารณะ,PUBLIC SPEAKING,,,ocr136;ocr220;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644044,พูดได้ พูดดี พูดเป็น,BEST SPEECH,,,ocr136;ocr221;ocr247
หมวดศึกษาทั่วไป (general_education),AIT,90644045,การค้นคว้าและการเขียนรายงาน,RESEARCH PAPER WRITING,,,ocr136;ocr221;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644047,การพัฒนาทักษะการเขียนภาษาไทยเชิงสร้างสรรค์,DEVELOPMENT OF THAI CREATIVE WRITING SKILLS,,,ocr136;ocr222;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644049,ภาษาไทยเพื่อการสร้างสรรค์,THAI LANGUAGE FOR CREATIVITY,,,ocr222;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644050,การเขียนภาษาไทยในที่ทำงาน,THAI WRITING IN WORKPLACE,,,ocr135;ocr222
หมวดศึกษาทั่วไป (general_education),AIT,90644051,ภาษาไทยสำหรับทันตแพทย์,THAI FOR DENTAL PROFESSIONS,,,ocr223;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644053,การฟังและการพูดภาษาจีนพื้นฐาน,FUNDAMENTAL CHINESE FOR LISTENING AND SPEAKING,,,ocr223;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644054,การอ่านและการเขียนภาษาจีนพื้นฐาน,FUNDAMENTAL CHINESE READING AND WRITING,,,ocr136;ocr224;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644055,ไวยากรณ์ภาษาจีนพื้นฐาน และสำนวนและสุภาษิตภาษาจีน,BASIC CHINESE GRAMMAR AND CHINESE IDIOMS AND PROVERBS,,,ocr224;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644056,วัฒนธรรม สำนวนและสุภาษิตจีน,CHINESE CULTURE IDIOMS AND PROVERBS,,,ocr224;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644057,ภาษาจีนเพื่อการสื่อสาร,CHINESE FOR COMMUNUCATION,,,ocr136;ocr224;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644058,ภาษาจีนสำหรับแฟนด้อม,CHINESE FANDOM,,,ocr137;ocr225;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644059,ภาษาจีนเพื่อการท่องเที่ยว,CHINESE FOR TRAVEL,,,ocr137;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644060,ภาษาเยอรมันเพื่อการสื่อสาร,GERMAN FOR COMMUNUCATION,,,ocr137;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644061,ภาษาเยอรมันเพื่อการทำงานและธุรกิจ,GERMAN FOR WORK AND BUSINESS,,,ocr137;ocr226
หมวดศึกษาทั่วไป (general_education),AIT,90644062,ภาษาญี่ปุ่นเพื่อการสื่อสาร,JAPANESE FOR COMMUNICATION,,,ocr137
หมวดศึกษาทั่วไป (general_education),AIT,90644063,ภาษาญี่ปุ่นเพื่อการท่องเที่ยว,JAPANESE FOR TRAVEL,,,ocr137;ocr248
หมวดศึกษาทั่วไป (general_education),AIT,90644064,ภาษาเกาหลีเพื่อการท่องเที่ยว,KOREAN FOR TRAVEL,,,ocr137;ocr226
หมวดศึกษาทั่วไป (general_education),AIT,90644065,ภาษาเวียดนามเพื่อการท่องเที่ยว,VIETNAMESE FOR TRAVEL,,,ocr227;ocr248
ข้อบังคับ (rules),AIT,,เกณฑ์การสำเร็จการศึกษา,,,,ocr64;ocr68
ข้อบังคับ (rules),AIT,,เกณฑ์เกียรตินิยม,,,,ocr45;ocr48;ocr56;ocr88;ocr89
ข้อบังคับ (rules),AIT,,เกณฑ์พ้นสภาพนักศึกษา,,,,
ข้อบังคับ (rules),AIT,,เกณฑ์ภาคทัณฑ์ (probation),,,,ocr87;ocr94;ocr96
ข้อบังคับ (rules),AIT,,ระบบเกรด/การคิดคะแนน,,,,
ข้อบังคับ (rules),AIT,,เกณฑ์การลงทะเบียน,,,,ocr101;ocr104;ocr105;ocr106;ocr107;ocr18;ocr71;ocr81;ocr82;ocr83;ocr84;ocr89;ocr93
ข้อบังคับ (rules),AIT,,การลาพักการศึกษา,,,,ocr93;ocr94
ข้อบังคับ (rules),AIT,,การลาออก,,,,ocr93
ข้อบังคับ (rules),AIT,,การสอบ/วัดผล,,,,ocr120;ocr142;ocr16;ocr27;ocr28;ocr283;ocr31;ocr32;ocr33;ocr34;ocr35;ocr62;ocr64;ocr65;ocr66;ocr81;ocr85;ocr86;ocr87;ocr93;ocr94;ocr96
ข้อบังคับ (rules),AIT,,การทุจริตทางวิชาการ,,,,
ข้อบังคับ (rules),AIT,,ระเบียบความประพฤติ,,,,
ข้อบังคับ (rules),AIT,,บทลงโทษทางวินัย,,,,
ข้อบังคับ (rules),AIT,,การอุทธรณ์,,,,ocr71
ข้อบังคับ (rules),AIT,,การกลับเข้าศึกษา,,,,
ข้อบังคับ (rules),AIT,,การเทียบโอนหน่วยกิต,,,,ocr18
ข้อบังคับ (rules),AIT,,ระเบียบอื่น ๆ,,,,
